episode,final position x,final position y,success,time taken
0,0.544324353459015,0.3701151966829817,0,0 days 00:01:45.716249
1,0.3620217727806338,0.8177548639783971,0,0 days 00:00:19.533985
2,0.4982214815824996,0.7774775900977221,0,0 days 00:01:45.870833
3,0.3725774536809194,0.7907342749124866,0,0 days 00:00:15.879008
4,0.3563676479078652,0.8075030808159301,0,0 days 00:00:12.024274
5,0.5940240453653526,0.4460159399913647,0,0 days 00:01:45.758261
6,0.2978768424809404,0.793968670551047,0,0 days 00:00:09.941262
7,0.3151356561900009,0.7939449487079364,0,0 days 00:00:12.821367
8,0.6093417118124675,0.4910439828613165,0,0 days 00:01:45.688047
9,0.3596917243756045,0.8228979017154009,0,0 days 00:00:15.049708
10,0.3771151697732643,0.7610957437794333,0,0 days 00:00:32.489955
11,0.4737437319973825,0.4596305769774684,0,0 days 00:01:45.187598
12,0.5653183818130604,0.3180075303973293,0,0 days 00:01:45.172881
13,0.5369880458564179,0.5044391481393181,0,0 days 00:01:45.172073
14,0.5809997015288301,0.5231429359868133,0,0 days 00:01:45.141843
15,0.1760648078475875,0.7809543030615969,0,0 days 00:00:06.837549
16,0.6224662293962837,0.5598460002896802,0,0 days 00:01:45.165373
17,0.2260257421622047,0.7824333933163661,0,0 days 00:00:08.509957
18,0.3704671708364109,0.7667133516530902,0,0 days 00:00:19.041192
19,0.5910419565074527,0.4985093637162456,0,0 days 00:01:45.186004
20,0.3728115225755261,0.8132002783610677,0,0 days 00:00:14.450457
21,0.3523350698127244,0.776999370115897,0,0 days 00:00:29.935189
22,0.1894439003934877,0.7900115012123561,0,0 days 00:00:10.619080
23,0.5830961724557586,0.5651682551817374,0,0 days 00:01:45.315953
24,0.4966744402818585,0.4103762480194421,0,0 days 00:01:45.915552
25,0.6149608913962915,0.3348085708533534,0,0 days 00:01:45.864086
26,0.4168319315980116,0.5632142310446847,0,0 days 00:01:45.951092
27,0.16054259900644,0.7417849596063396,0,0 days 00:00:08.182080
28,0.4739589109306656,0.6453974001313478,0,0 days 00:01:45.926197
29,0.3752379374830005,0.4608650669930382,0,0 days 00:01:45.957285
30,0.3851209950182006,0.827427240130075,0,0 days 00:00:14.947738
31,0.5971869343206214,0.3820581320410595,0,0 days 00:01:45.955529
32,0.555184724788147,0.3892222573905908,0,0 days 00:01:46.663466
33,0.0739556744406253,0.8653625656830957,0,0 days 00:00:05.802790
34,0.3914140306266405,0.8459661293894372,0,0 days 00:00:13.854364
35,0.3541118685986157,0.7909067275107962,0,0 days 00:00:14.492906
36,0.3492231429061226,0.8146075404709956,0,0 days 00:00:09.799546
37,0.2523922795985421,0.8056811214524502,0,0 days 00:00:06.658923
38,0.3119904715957233,0.3841212248485414,0,0 days 00:01:46.656453
39,0.3855468438627742,0.8337238816811149,0,0 days 00:00:14.550431
40,0.3561748804829487,0.8323982741624744,0,0 days 00:00:11.236809
41,0.5655685225903125,0.3811859798168114,0,0 days 00:01:46.653636
42,0.0886350497770672,1.157841519916091,0,0 days 00:00:12.096193
43,0.2056682336764575,0.7388809661784064,0,0 days 00:00:12.039470
44,0.2471298265985664,0.7794380147330869,0,0 days 00:00:07.027778
45,0.4319386998828426,0.8649539775367809,0,0 days 00:00:16.681864
46,0.6147917149416591,0.4478044257280169,0,0 days 00:01:46.282894
47,0.361043340581897,0.8145443338684379,0,0 days 00:00:09.252402
48,0.1588619778437078,0.7578835719614984,0,0 days 00:00:12.681684
49,0.5472060080885246,0.3509635893002035,0,0 days 00:01:45.897597
50,0.5742397635404475,0.3813326708445976,0,0 days 00:01:47.361430
51,0.4578979402754694,0.4151336838907605,0,0 days 00:01:47.193908
52,0.5786798303311542,0.420404659660803,0,0 days 00:01:46.904207
53,0.5380687419537763,0.4445142480119813,0,0 days 00:01:45.417196
54,0.1741760568808885,0.7595690903055242,0,0 days 00:00:07.994116
55,0.5389577313876537,0.4560586570458205,0,0 days 00:01:46.729469
56,0.5339999010455445,0.342428034582365,0,0 days 00:01:47.288845
57,0.4498156132119247,0.4405979046764243,0,0 days 00:01:46.953349
58,0.5278426455246422,0.3770390897753686,0,0 days 00:01:45.434121
59,0.3752958736648026,0.8315670895939945,0,0 days 00:00:14.674607
60,0.3405624865989746,0.8316993230315219,0,0 days 00:00:16.219896
61,0.0582365151656004,0.8780059176905818,0,0 days 00:00:06.240720
62,0.3902156849145709,0.7803622704432023,0,0 days 00:00:20.347805
63,0.1514418459386609,0.7619699600850459,0,0 days 00:00:10.613192
64,0.5700347429846855,0.3405368780924421,0,0 days 00:01:47.499906
65,0.3953242719093429,0.819032087555855,0,0 days 00:00:17.779238
66,0.4901450412900221,0.5390771713297337,0,0 days 00:01:47.351210
67,0.357629954736781,0.8086854698528438,0,0 days 00:00:16.656929
68,0.3862986881645204,0.8259528142782635,0,0 days 00:00:15.289243
69,0.3393784846098011,0.799781354855431,0,0 days 00:00:15.032315
70,0.6331294822146252,0.4377352428682939,0,0 days 00:01:47.467951
71,0.5748469503255009,0.40618900102356,0,0 days 00:01:45.682078
72,0.5274823780069643,0.3981753809195378,0,0 days 00:01:45.542955
73,0.2937089588143687,0.7915163493798085,0,0 days 00:00:11.261113
74,0.611199048375736,0.378753969265314,0,0 days 00:01:47.420938
75,0.5861772958797203,0.3985307364889661,0,0 days 00:01:46.369768
76,0.2232203468694902,0.7829742820245175,0,0 days 00:00:08.170669
77,0.1980610640508597,0.7651594481440367,0,0 days 00:00:13.877577
78,0.409932246054123,0.8368929819458397,0,0 days 00:00:18.045902
79,0.510046641538321,0.4176706116246688,0,0 days 00:01:46.126863
80,0.3800007918350187,0.8322308720908246,0,0 days 00:01:20.369504
81,0.4074029627544354,0.5004596740346939,0,0 days 00:01:46.220648
82,0.3586862017818583,0.8539220509523856,0,0 days 00:00:14.369079
83,0.1606972503163746,0.7728648892527814,0,0 days 00:00:09.239423
84,0.4734546647965818,0.4481192638824577,0,0 days 00:01:45.308918
85,0.5971923845469711,0.4238078548965562,0,0 days 00:01:45.256877
86,0.4533884729282849,0.6003964658105747,0,0 days 00:01:45.509562
87,0.116029927157879,0.7740479263815914,0,0 days 00:00:06.421607
88,0.3784557867527478,0.8662712634082563,0,0 days 00:00:13.255403
89,0.4348622285505915,0.24125860562737772,0,0 days 00:01:46.140230
