episode,final position x,final position y,success,time taken
0,0.7861768005247008,-0.10099605304065004,1,0 days 00:00:10.037979
1,0.8010789562432493,-0.13280944076368345,1,0 days 00:00:10.057165
2,0.8215334877052264,-0.16726555218770628,1,0 days 00:00:09.841809
3,0.7950103393695317,-0.1406790782499814,1,0 days 00:00:10.392237
4,0.7957924295821919,-0.1278077274113122,1,0 days 00:00:09.947404
