episode,final position x,final position y,success,time taken
0,0.7667559847554966,0.0736776169539589,1,0 days 00:00:19.928998
1,0.793250227882822,0.1187367796092655,1,0 days 00:00:22.690407
2,0.7554860794282353,0.0482924610052822,1,0 days 00:00:25.454051
3,0.758587165580245,0.0601970620953193,1,0 days 00:00:21.113393
4,0.75935634477939,0.0567769919305953,1,0 days 00:00:20.726986
5,0.7689614940722733,0.0645244973803732,1,0 days 00:00:27.441374
6,0.7602927317435075,0.0191279710274153,1,0 days 00:00:24.068081
7,0.7667359576272529,0.0741093603760338,1,0 days 00:00:27.131517
8,0.7579243253883975,0.0463250493036381,1,0 days 00:00:27.117593
9,0.8019898064523576,0.1374713270626981,1,0 days 00:00:24.669060
10,0.7715596466425377,0.0884286203579389,1,0 days 00:00:19.900046
11,0.763542803008738,0.0571778090875921,1,0 days 00:00:19.682312
12,0.774220430617055,0.0717300690767234,1,0 days 00:00:29.091864
13,0.77224295021339,0.082188079769453,1,0 days 00:00:18.682597
14,0.7638487281124444,0.0385203132824561,1,0 days 00:00:31.046125
15,0.7712089490291202,0.0871988804260147,1,0 days 00:00:27.774113
16,0.7772580506306058,0.098008184943445,1,0 days 00:00:19.397527
17,0.7757314534358531,0.0942332913302528,1,0 days 00:00:30.095496
18,0.7530995814688061,0.0115071015352389,1,0 days 00:00:32.725535
19,0.7555458477846689,0.0386839315359593,1,0 days 00:00:23.457197
20,0.7870703471029912,0.1038977791222848,1,0 days 00:00:40.131350
21,0.7588147340666287,-0.0340326654416671,1,0 days 00:00:25.128448
22,0.7655395312560729,0.0823255123345217,1,0 days 00:00:33.083518
23,0.7648188301499543,0.0838357459467807,1,0 days 00:00:24.851526
24,0.785659753643703,0.1213218815839759,1,0 days 00:00:26.922242
25,0.7586750343616593,0.0510554827373708,1,0 days 00:00:55.721355
26,0.7534223908219146,0.0406334226634721,1,0 days 00:00:20.965780
27,0.7593064016640787,0.042315401886073,1,0 days 00:00:22.082379
28,0.7594243476856621,0.0554321072137103,1,0 days 00:00:34.769882
29,0.7634046866533714,0.072478447539992,1,0 days 00:00:25.437462
30,0.7514986893126173,-0.0234825909629768,1,0 days 00:00:41.046715
31,0.7576958244729172,0.0495112801020183,1,0 days 00:00:21.421804
32,0.7919202937387617,0.1226604763434714,1,0 days 00:00:27.554724
33,0.7634758910105729,0.0512880982987914,1,0 days 00:00:20.736884
34,0.775954149721434,0.0849293066497334,1,0 days 00:00:21.190285
35,0.7585274112627908,0.0511426338340634,1,0 days 00:00:25.984113
36,0.7954593212355421,0.1369973586500123,1,0 days 00:00:30.319665
37,0.7588739928713546,0.0036350453441036,1,0 days 00:00:26.063640
38,0.7526006434640604,0.0291282421036008,1,0 days 00:00:36.225171
39,0.7715209535578228,0.0724893546702908,1,0 days 00:00:19.873344
40,0.7663334192679295,-0.0491242702410648,1,0 days 00:00:20.299177
41,0.7706745340588832,0.0815063664325942,1,0 days 00:00:21.033196
42,0.7642464605501357,0.0358994895956445,1,0 days 00:00:21.838310
43,0.7889231170915277,0.1230913183115356,1,0 days 00:00:27.934222
44,0.7794317736471532,0.1124608777188686,1,0 days 00:00:25.728119
45,0.7762457124281045,0.0950855302374611,1,0 days 00:00:37.110752
46,0.7775419638526678,0.0886747136979732,1,0 days 00:00:24.809001
47,0.7657570001319859,0.0848438781389063,1,0 days 00:00:33.220810
48,0.7639547550821599,0.0533230429745237,1,0 days 00:00:21.585448
49,0.7858623398131832,0.1079196289785213,1,0 days 00:00:29.249526
50,0.7724512786484378,0.0703155886550286,1,0 days 00:00:20.814542
51,0.7736896660539008,0.1010221530415655,1,0 days 00:00:18.705476
52,0.7593144119332274,0.0031005488161246,1,0 days 00:00:36.076912
53,0.7525107336740109,0.0213532830611732,1,0 days 00:00:29.511582
54,0.7578744082241431,0.0586443563064052,1,0 days 00:00:17.860335
55,0.7539157911910688,0.0440467891918038,1,0 days 00:00:22.971587
56,0.7804765026210512,0.1080225377759331,1,0 days 00:00:21.125563
57,0.7667247175006136,0.0742470463591145,1,0 days 00:00:20.259287
58,0.778223766212023,0.1002495285644481,1,0 days 00:00:20.593016
59,0.7546212614136799,0.038847734151229,1,0 days 00:00:37.338989
60,0.7774580656909343,0.1001626775672798,1,0 days 00:00:55.404580
61,0.7725059357908363,0.0924784785574995,1,0 days 00:00:21.195371
62,0.7820938515266825,0.1133837473028496,1,0 days 00:00:22.892479
63,0.7648185946725926,0.0673636047107914,1,0 days 00:00:21.386798
64,0.7574922374884493,-0.0160662622778413,1,0 days 00:00:43.233743
65,0.7653808208795602,0.0580396537059362,1,0 days 00:00:20.706965
66,0.7638839130250807,0.0808966665732811,1,0 days 00:00:21.069838
67,0.7670628242350139,0.0704511310439371,1,0 days 00:00:28.222341
68,0.76583027647727,0.0786945387504084,1,0 days 00:00:20.046173
69,0.799388824783183,0.1267334908044956,1,0 days 00:00:39.946998
70,0.7675854270952257,0.0833911419496045,1,0 days 00:00:36.006095
71,0.7649367086505927,0.0699058357526958,1,0 days 00:00:23.119362
72,0.7779934298533127,0.0896353228224783,1,0 days 00:00:26.760827
73,0.7649291207599176,0.0822537449548722,1,0 days 00:00:25.599653
74,0.7635751603660156,0.075433849487483,1,0 days 00:00:26.665990
75,0.785108344359725,0.1258083287412528,1,0 days 00:00:25.540121
76,0.7618390370495479,0.0605200451790165,1,0 days 00:00:24.094607
77,0.7570247939823113,0.0411297433488809,1,0 days 00:00:27.882345
78,0.7604773328858787,0.0654819437930597,1,0 days 00:00:48.568140
